sentence	label
narc is all menace and atmosphere .	0
the overall effect is awe and fantasy - - and a strange urge to get on a board and , uh , snicked , dude .	1
neatly constructed . .	1
death to smoochy is often very funny , but what ' s even more remarkable is the integrity of devito ' s misanthropic vision .	1
when pondering and carrying at the feet a scruffy giannin , madonna gives her best performance since abel ferraraa had her beaten to a pulp in his dangerous game .	1
it ' s sweet and fluffy at the time , but it may leave you feeling a little bit bit unrealisputed .	0
this is n ' t a new idea .	0
the woodman appears to have directly influenced this girl - meets - girl love story , but even more remarkable is how its makers finally seem to understand what makes allen ' s romantic comedies so pertinent and enduring .	1
there is only so much more cardboard i need to chew .	0
a high - minded snoozer .	0
director jay russell weighs down his capricious fairy - tale with heavy sentiment and lightweight meaning .	0
i ' m sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an Alien film can report that it is instead a cheap cliché .	0
- l - really - rrbrb - ame and unnecessary .	0
tunney , brimming with coltish , neurotic energy , holds the screen like a true star .	1
a profoundly stupid affair , populating its harryed , meanspirited storyline with cardboard boxes and performers who value cash above money .	0
takes a clunky tv - link approach to detailing a chapter in the life of the celebrated irish playwright , poet and parker .	0
bloody sunday has the grace to claim from prevention rather than to place blame , making it one of the best war movies ever made .	1
however , it ' s pleasant enough and its ecological , pan - wildlife sentiments are certainly welcome .	1
it ' s still a comic book , but seaguire called it a comic book with soul .	1
it ultimately makes windtalkers a disappointment is the superficial way it deals with the story .	0
` ` simone ' ' is a fun and funky look into an artificial creation in a world that thrives on artificiality .	1
bad movie .	0
it appears as if even the host did n ' t know the kind of movie they were making .	0
comes off as a long , scarious whine , the bellyaching of a weak and unlikable man .	0
quaid is utterly shameless as the perpetual husband ' a painful lie , and moore wonderfully underplay the long - suffering heroine with an unflappable ' 50ss dignity somewhere between jane wyman and june cleaver .	1
the beautifully choreographed kitchen ballet is simple but absorbing .	1
could as easily have been called ` under siege 3 times indis andraziest . . . a cinematic corpse that never springs to life .	0
directed by kritin bratt , whose crisp writing , edgy camera work , and wholesale ineptitude with language , space and pace very obviously mark him as a video helmer making his feature debut .	1
it ' s so tedious that it makes you forgive every fake - disht , entertaining and , ultimately , more perceptive moment in bridge than jonesones ' s diary .	0
with minimal imagination , you could restage the whole thing in your bathtub .	0
hashiguchi vividly captures the way young japanese live now , chafing against their culture ' s manic mix of millennialogusive and undying , traditional politenessness .	1
sadly , as blood work proves that that was a long , long time ago .	0
a predictable , manipulative stinker .	0
once one starts learning to compromise with reality enough to become fully sane and healthy , the film becomes predictably conventional .	0
a frustrating ` tweener ' - - too slick , contrived , exploitative for the art , and too cynical , small and decadent for the dramatics .	0
it ' s a terrible movie in every regard , and utterly painful to watch .	0
always destined to be measured in anthony asquith ' s original 1952 screen adaptation .	1
a simpler for ponder treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .	0
the most repugnant adaptation of a classic text since joland joffé and demi moore ' s the scarlet letter .	0
blessed with two fine , nuanced lead performances .	1
packed with low - brow humor , pratuitous violence and a disturbing disregard for life .	0
it uses some of the moments from the real - life story to portray them in the film .	1
it captures the group ' s playful spark of unconformity , glancing vivid back at what hibiscus grandlyly called his ` ball of light . '	1
what sets it apart is the vision that taymor , the avant garde director of broadway ' , the ms and the film tumus , brings .	1
